SN,Text ID,Text,SEN,HAO,POL,PGS,FT,EYE,HBF,FR,EMP,BF,SW,DO
1631,e5ce3205cbb445c9,एकजनाकोनि शाामशय हो तयो पनि शुनु परछ नात्र राजदुता बाशको के कामहो भता तलबले भुडि भरने मात्र हो भने खारिज गरेवश,0,0,0,0,0,0,0,0,0,0,0,1
1632,131ddfb98ef842f3,यो कुरा हजुर को सही लागो हजुर,0,0,0,0,0,0,0,0,0,0,0,1
1633,3f1635c2b14d4ce6,mbc मा प्राय यस्तै हो,0,0,1,1,0,0,0,0,0,0,0,0
1634,6b3a788fcbec4640,सहि हाे सरम काे बारेमा बुजदा नेपाल जाने अनि एजेन लाई भने अनि फेरि अाउने तर एमबिसिले एसाे भनाे नभने भनछ कुबेत काे एमबिसि काे मानछे ले कमति काे छ दलाल,0,0,0,0,0,1,0,0,0,1,0,0
1635,e2eff35ad17346f1,सबै चाेर मात्र छन् सर गरिब श्रमिकको काेहि छैनन्,1,1,1,1,0,1,0,0,0,0,0,0
1636,ef6d0f60e0e54183,हाेनि सर उहाँ देखि खान बसन सुबिधा छ भनेर पठाउछ यहाँ अाउदा बसन मात्रै छ खाना छैन भनेजस्तो सेलरि छैन घर जाम साठी केडि पैसा लागछ याेत एक दमै अनाय,0,0,0,0,0,1,0,0,0,0,0,0
1637,6ded0732f9554a06,सहि हो,2,0,0,0,0,0,0,0,0,0,0,1
1638,56c3c259a6964ef7,कुबेतमा पहिला mbc नहुदा केहि दुख पिर चिन्ता हुदैन थियो जब mbc आयो नेपाल सरकार चोर भएसी उस्कै सेनामेना पठाऊनित होनि राजदुत पैसा खानी ईस्ट्याम हान्नी,0,0,1,1,0,1,0,0,0,0,0,0
1639,94341a39f5a24d48,सबै चोर मेन्पावर हुन,1,1,0,0,0,1,0,0,0,0,0,0
1640,2767e3a55b594baa,नेपाल दूतावास का मिलो मह्तो छ,1,1,1,1,0,1,0,0,0,0,0,0
1641,9b48ffbf85434649,नेपालीले कुबेतमा पाउने दिनर हो तर compni र नेपाल mbcle दिनर दिनर मा सिक्नेजर गरेको हुन्छ mbc le ramrosaga कहिले बुजेको हुदैन,0,0,0,0,0,0,0,0,0,0,0,1
1642,543d1747bbb04289,आरोम सहि हो हजुर,2,0,0,0,0,0,0,0,0,0,0,1
1643,2bf677e3f5fe4256,एनिहाउ पैसा कसरिकमाउ भने मात्रै हुन्छ नत मेन पाबर नत दुताबारनतकुनै चेार दले ले पैसाकसरी गभाउने हेाभने मात्रै हेा मेनपावर रदुताबास कम्पनी सबै मिलेखान्छ,1,1,0,0,0,1,0,0,0,0,0,0
1644,bf3c9034aa8b4de2,सहिकुरोहो मिलेमहतो गरेकाहुन्छ्न,1,1,0,0,0,1,0,0,0,0,0,0
1645,3e4c52bb12a94dba,सय जना छम धेरै जना नेपाल गकोछ अहिले अरु फेरि आउदैछ हामी सर यो हामी सबैजना चै नेपालको ओमेगा मेनपावर बाट हामी आको हो,0,0,0,0,0,0,0,0,0,0,0,1
1646,561b314c43b64ad6,मिलेमहतोत हुन्छ,1,1,0,0,0,0,0,0,0,0,0,1
1647,419fc7348fe84833,सर्बप्रथम सरलाई यस्ता समसामयिक समस्याको विषयका बारेमा कुरा उठाउनु भएकोमा नमस्कार कुवेतमा त अहिले नेपालीको सारै बिचल्ली भएको अबस्था छ,1,1,0,1,0,0,0,0,0,0,0,0
1648,92bbdd9929e943c6,कूबेतमा डिनार सेलरिको डिमांड लेटर बनाऊनमा नेपाल mbcको र दलालको मिलो मतो छ,1,1,0,0,0,1,0,0,0,0,0,0
1649,d8d7cd53d6c648f5,कुबेतमा सबै निकाय निकम्मा छ खाडि मध्ये को नराम्रो त्य्हा कामदारको हकहित छैन,1,1,0,1,0,1,0,0,0,0,0,0
1650,7396a744b05e40e5,तपाइको काम,0,0,0,0,0,0,0,0,0,0,0,1
1651,7a683cecf23c4012,sir नाम मात्र हो दुतावास सब ठग छ,1,1,0,0,0,1,0,0,0,1,0,0
1652,477bca4424c84d91,कुबेत राजतदुतावासकाे नम्बर छ भने पाउन सर छ,0,0,0,0,0,1,0,0,0,0,0,1
1653,c9039d9f9203474b,म कुवेत बाट हजुर सङ सम्पर्क गर्नु पर्दा कसरी सकिन्छ हजुर को वटसब पाउन पाए आभारी हुने थिए,0,0,0,0,0,1,0,0,0,0,0,1
1654,b1faf38c156049b2,कुनै पनि out country मा बस्ने mbc ले नेपाली हरु अल्पत्र पर्दा काम गर्दिनँ के के भन्नु,0,0,0,0,0,1,0,0,0,0,0,1
1655,1478c361c12047da,सही कुरा गर्नु भो सर,2,0,0,0,0,0,0,0,0,0,0,1
1656,e201602650af467a,कुवेत एमबिसी खारेज गरेहुन्छ कामछैनभोषडीहरुलाई फोकटमा तलब र सुविधाकिन दिनुपर्यो,1,1,0,0,0,1,0,0,0,0,0,0
1657,edc062aa0a564f79,जस्ले जे भने पनि सबै चोर हुननेपाल मा मेनपावर ले त लुट्यो लुट्यो अब त नेपाल सरकार ले पनि लुट्न थालेको छयहाँ कसैको पनि भर छैन,0,0,0,0,0,1,0,0,0,0,0,0
1658,f763c9f717f94afc,दूतावास लाई पाल्ने भनेको मेनपावर ले हो सबैको गम्भीर ध्यानाकर्षण होस् जैनेपाल mbc le nepaali lai garne bebhar yesto xaki jun kukurlai vandapani khatam,0,0,0,0,0,1,0,0,0,1,0,0
1659,9a821cf49b5d4329,त्यसको machhakinne त्यो कुन राजदूत हो त्यस्तो भन्ने साला कुकुर रहिछ,1,1,0,0,0,1,0,0,0,0,0,0
1660,3d08f578d6494f63,एकजना मात्रै भएपनी उद्दार गर्नुपर्योनी होइन र राजदुत नै भ्रष्ट भएपछि पीडितले अझै पीडा पाउने नै भए यस्ता राजदुतलाई यथासिघ्र कानुनी कठघरामा पुर्याईयोस,1,1,0,0,0,1,0,0,0,0,0,1
1661,8a3a2ce12dee4570,एक हो य सयौं जान हो सुन्नु पर्छ सार भन्नू पर्छ सार जय नेपाल,2,0,1,1,0,1,0,0,0,0,0,1
1662,a5f042f6d2934956,नेपाल को मेन पावर ले झुटो बोलेर नेपाली लाई कुबेत बेचेको छ त्यो म हामिनी छौ हजुर हजुर्ले भने झै गरेको छ मेनपावर को मान्छेले पैसा जति असुली नेपाली बेच,0,0,1,1,0,0,0,0,0,0,0,0
1663,609811e31ea1485f,दुतावास नेपाल काे कुनै कामैछइन यि सबै चाेर दलालहुन अनि नेपाल का मेनपावर का दलेले नेपाली काे खुन चुसेर खाका छन हजारकाे बिल बनाउछन अनि दुई लाख,0,0,1,1,0,1,0,0,0,1,0,0
1664,63303881f9c44f3f,अबिसी का रन्डिका रगत हरुले कै भन्दैनन उतै मिल्छन गल्ती नेपाली कै देखाउछ्न philipn को येबेसिले येक मीन मा यक्सन लिन्छ,1,1,1,1,0,1,0,0,0,0,0,0
1665,d2cb2aa18184466b,नेपाल सरकार को पनि त्रुटी छ अनुसन्धान विना हचुवामा खाडी र मलेसिया जादा मात्र लागत भन्छ तर मेनपावर ले लाख भन्दा धेरै लिन्छ,0,1,1,1,0,0,0,0,0,0,0,0
1666,180282887a534670,सरबिदेशमा धेरै नेपालिको बिजोक छपैसा धेरै तिरेर आको छन्यहा बिदेशमा बिजोक भाको छधेरै नेपालि रिन तिर्नको लागि बस्नु परेको छ,1,1,1,1,0,1,0,0,0,0,0,0
1667,cd11567d027949ec,दूतावासका कर्मचारीहरु फोन उठाउदैन्न उधार र सहयोगको अपेक्षा के गर्नु,0,0,0,0,0,1,0,0,0,1,0,0
1668,a5090ffc1fa043a6,एक जना दुई जनाको के कुरा सर हरेक नेपाली एकै जना छ भनेनी उस्ले जो उच्च पदमा रहनु भएको छ नि उहाँ हरुले गम्भीर रुपमा लिनुपर्छ्नी सर,0,0,0,0,0,1,0,0,0,0,0,0
1669,73fdfaecf046421a,एउटा् जाबो एम्बेस्सी को छाप हान्न केडि तिर्नु पर्ने यो,0,0,1,1,0,1,0,0,0,0,0,0
1670,f90e3409b2e84bd7,नेपाल् एम्बेस्सी दलाल नै हो साला चोर हरु घर मा काम गर्ने दिदिबहिनी हरु लाई छुटी पेपर बनाउन केडि लिन्छ तेहि पनि कोइ गाडीमा बसेर एउटा् अफिस छैन थुक्क,0,0,1,1,0,0,0,0,0,0,0,0
1671,c7be79d469234161,यी मु हरुले नेपाली ले नेपाली ठगी हैरान बनाउने भए,1,1,1,1,0,0,0,0,0,0,0,0
1672,69c40ea702ba40e6,त्यस्ता कम्पनी र मेनपावरलाई घोक्रेठ्याक लगाउनु पर्छ,1,1,1,1,0,0,0,0,0,0,0,0
1673,35ee4eb18137410e,दूतावासले फोन उठाउँदैन अब सोँच्नुस दूतावासले के सम्म गर्न सक्छ,1,1,1,1,0,0,0,0,0,0,0,0
1674,d604cd580f304036,कुबेत को दुताबास भनेकोत दलालि हो,1,1,0,0,0,0,0,0,0,0,0,0
1675,2c4be459d9664b04,मेनपावर जिम्मेवार हुनपर्छ्न पैसा पाएपछि बेइमानी गर्ने अधिकार छैन यो चोर नेताकार्यकर्ता को छाया मुनि मेनपावर खोलेर गैरभिखारी काम गर्ने मेनपावर,0,0,0,0,0,1,0,0,0,1,0,0
1676,3b4d5576dba64eff,यो कुवैत एंबेसीमा मा कार्यनन् हुने हरु लाई दलाल भने हुन्छ यहाँ जुलुस निकाल्न मिलदैन ऊनिहरू सेवा गर्न भन्ने धारणा नै छैन,1,1,0,0,0,0,0,0,0,0,0,0
1677,3bf82e2fcf5d439a,येसै कारण ले अरु देश भन्दा कुवैत मा धेरै इलीगल छन र तेस मध्य मपनी एक हु,1,1,0,0,0,1,0,0,0,0,0,0
1678,03115c959f314ca7,मिलेको हुन्छ कम्पनी सङ चोर नेपाली यम्बेस्सिहरु जतापनी लुत्न त होनि,1,1,0,0,0,1,0,0,0,1,0,0
1679,febc33c0cc374ae4,अनि गएर जिम्मेबारी जवाफ दिने भयि हालेनि यहाँका एमबिसीको मान्छेहरुलाई उद्घाटन गर्ने र program मा जानको फुर्सद छैन अनि कहाँबाट काम गर्छन् त,0,0,0,0,0,1,0,0,0,1,0,0
1680,d2277914e9de4c4f,यस्ता कम्पनीमा नेपाली कामदार बन्द गनु परेयो नेपाल बाट अको कुरा पठाउने मेनपावर पनि बन्द गर्नु परेयो राजदुधावास त चोर दलाल हरुको घर हो बिदेशमा,0,0,1,1,0,1,0,0,0,1,0,0
1681,0d45f47ac23e49d1,दुतावासले नै पर्देशी नेपाली लाई दुख दिन्छ भने त्यो दुतावास के काम हटाईदिय हुन्छ सरकार्,0,0,1,1,0,1,0,0,0,1,0,0
1682,de2134c0697f480a,यो जती पनी मेनपावर छनी सर सब चोर हरु त पैसा भकु लुटो अनी पठाईदयो अरु सेसुकई होस केहि हुदईन यो सिसटम खराब छ सर,0,0,1,1,0,1,0,0,0,1,0,0
1683,e64ba12be7bf4656,एक जाना भएपनी सहयोउद्दारत गर्नै पर्छ सरदुदाबास भैसके पछित,0,1,1,1,0,1,0,0,0,0,0,0
1684,184f79d18f2d4eb0,जना काे भएपनि सुन्न पर्छ अखिन के का लागि हो त मात्र यो एमबेसि,0,0,1,1,0,1,0,0,0,1,0,0
1685,3c3dd5bf28fe42fb,कागजको पान्नामा मात्र सिमित नरहोस,0,0,0,0,0,0,0,0,0,0,0,1
1686,820f66ff946c4867,यो नियम नेपाल मा सबै तिर लागू हुनुपर्छ khushbu,0,0,0,0,0,1,0,0,0,1,0,0
1687,55017bbcdbc04104,विराटनगरमा मात्रै किन पुरै नेपाल मा बन्द हुनुपर्ने,0,0,1,1,0,0,0,0,0,0,0,1
1688,f0412e6da6704465,कुरा मात्रै हों,0,0,0,0,0,0,0,0,0,0,0,1
1689,a4dee418e5664c7e,विराटनगरमा मात्रै होइन पूरा देश भरि नि यो नियम लागू गर्नु परो पराग खएर यर बर्सेनि हजार चुना लाग्छ,0,0,1,1,0,0,0,0,0,0,0,0
1690,a5e28062582648c0,लु ठिक पार्यो,2,0,0,0,0,0,0,0,0,0,0,1
1691,bcc666e1c77d42e9,रजनीगनधा खानु मिल छ की मिलदैन,0,0,0,0,0,0,0,0,0,0,0,1
1692,60a82addd8504d2d,कति घण्टा मिनेट सेकेन्ड को लागी हो लागु,0,0,0,0,0,0,0,0,1,0,0,0
1693,7a223da0a98849fa,कति दिन को लागि हो,0,0,0,0,0,0,0,0,1,0,0,0
1694,e51e9c810aac41bc,सूचना मात्र हो कि लागू नि हुने हो निषेध लागू होस केवल सूचना मा मात्रै नभइ लागू नि हुनु पर्छ,0,0,1,1,0,0,0,0,0,0,0,0
1695,ea3e5e4d8552487d,यता आउनुहोस हाम्रो ठाउँमा,0,0,0,0,0,0,0,0,0,0,0,1
1696,368ba1065baf4e37,अति राम्रो निर्णय,2,0,0,0,0,0,0,0,0,0,0,1
1697,a9af25436011454d,बेच्न निषेध गरेको भए राम्रो हुने थियो,0,0,1,1,0,0,0,0,0,0,0,0
1698,cf8879eaefc64ae8,यो TU ले के गर्न खोज्या होला BBS प्रथम बर्षको परीक्षा तालिका र नियम अनुसार हुन छोडेर उपनिर्वाचनको मध्यनजर गर्दै बैशाख गते हुने भनेको परिक्षा बैशाख,0,0,1,1,0,1,0,0,0,0,0,0
1699,12d4edb614de447f,विचार अबो हस्पिटल मा आको बिहारी हरु ले काहाँ पिच्च पान थुक्के हो,1,1,0,0,0,0,0,0,0,0,0,1
1700,82688114a1314430,DV को रिजल्ट कहिले आउने रैछ नेपाल बस्दा बस्दा वाक्क लागिसक्यो,0,0,0,0,0,0,0,0,0,0,0,1
1701,14a2b61e885d4fb7,खाने लाई भन्दा पनि बनाउने लाई चै बन्द गर्न पर्ने हो क्या,0,0,0,0,0,0,0,0,0,0,0,1
1702,9dd69358bc00443e,विराटनगरमा नै किन हाम्रो नेपालमा निषेध गराउनुपर्छ,0,0,1,1,0,0,0,0,0,0,0,1
1703,7d0400c8e9a549fd,बेच्न बाउने खान नपाउने के अब हेरेर हिन्छ मान्छे,0,0,0,0,0,0,0,0,0,0,0,1
1704,98eb5d91db2a4682,जनता लाई मुर्ख बनाउन हो यो सप नियम येस्ता नियम कति आए कति गए बाचा देखि अहिले को उमेर सम धेरै देखियो सुनियो येस्मा नियम हप्ता नि कायम हुन,1,1,1,1,0,0,0,0,0,0,0,0
1705,4a260a94ac30470b,विराटनगर मा मात्र किन पुरै नेपालमा लागू होस यो नियम,0,0,1,1,0,0,0,0,0,0,0,0
1706,03dad2fb2aeb41cd,बिराट्नगर मात्र हैन देश भरि नै यो नियम लागू होस,0,0,1,1,0,0,0,0,0,0,0,0
1707,98467e8dedf243bf,यो साल नगरपालिका लाई बार्षिक आम्दानी कम हुने भोगुट्खा चुरोट पान नै बन्द रे,0,0,1,1,1,0,0,0,0,0,0,0
1708,7bfa9785f5df4d9e,हावा कुरा मात्र होला लुकार महङ्गो बेच्ने तरिका मात्र होला,0,0,1,1,1,0,0,0,0,0,0,0
1709,178aa0ab93e74bde,अब चुरोट खैनी र गुट्खा को भाउ बिराटनगरमा बढ्ने भो यस्तोपनि हुन्छ मान्छेले बरु भात रोटी छोड्ला तर यी खान कहा छोड्छन,0,0,1,1,1,0,0,0,0,0,0,0
1710,b61c55dea9f04285,अरू केही नगरे पनि चुरोट चाहिँ नेपाल भारी बन्द गर्नु प्ररों साला दिन मा दुई सय जान्छ चुरोट मा,0,0,1,1,1,0,0,0,0,0,0,0
1711,6238489a9cf141cd,यो गुट्का र पान खायर पच्चा पच थुकेर रङ दल्नेहरुको मुखमा किरा परोस,0,0,1,1,1,0,0,0,0,0,0,0
1712,ca02fa60d2d145d2,बिराटनगर मा मात्र हैन पुरै नेपाल मा गर्नु पर्छ है अनि बल्ल राम्रो हुने छ,0,0,1,1,1,0,0,0,0,0,0,0
1713,b24738709ea34690,सेवन गर्न हैन बिकृ वितरण गर्न बन्द गर्नु पर्छ अनि बल्ल नियन्त्रण हुन्छ खाने ले त खाइ हाल्छ नि कुरा नि केके गर्छन हौ,0,0,1,1,1,0,0,0,0,0,0,1
1714,123ff348a5cd4976,मेयर कोइरालालाई पारी पट्टीको साहुजीहरले हरेक सामन किन्न जोगमनी नै पुगुन भनेर अलिअलि खल्ती भरिदिए जस्तो छ पार्किङ पछि यो निर्णय,0,0,1,1,1,0,0,0,0,0,0,0
1715,4b7ef05e808f4ceb,पास गर्न नसक्नेलाई त त्यही नै हो अप्सन,0,0,0,0,0,1,0,0,0,0,0,1
1716,bcccaae738884d0e,लेखेको छ क्याप्सन,0,0,0,0,0,0,0,0,0,0,0,1
1717,d316ea2d1a964895,क्याप्सन लेखेको छ,0,0,0,0,0,0,0,0,0,0,0,1
1718,db1dbe2d6bbc4131,क्याप्सन हेर्नुस लेखेको छ,0,0,0,0,0,0,0,0,0,0,0,1
1719,c2a6576f79ef45dc,सहिकुरा होम लगायत मेरो सात जना साथिहरुपनी फ्री मा नै आएका हौ,2,0,0,0,0,0,0,0,0,0,0,1
1720,df09026185da4f03,कस्तो राम्रो भिडियो पोष्ट गर्नु भएछ सबै ले बुझ्नै पर्ने कुरा छ यो समय सापेक्ष छबुझ्ने कोशिस गर्नु होला सबै वैदेशिक रोजगार मा जान चाहानेहरुले,2,0,0,0,0,1,0,0,0,0,0,1
1721,9825937bb3d14868,सरयोमेनपावरकछसररिपलेदिनुनसर,0,0,0,0,0,0,0,0,0,0,0,1
1722,cdf0cdf8b0984d5d,कुनमेनपावरहोसर,0,0,0,0,0,1,0,0,0,1,0,1
1723,5409d171c1784880,कसेेैलेपनि फिरिमा पठउदै कुनै पनि मेन्पाबरले मपनि मलेसियामा छुत,0,0,0,0,0,1,0,0,0,1,0,0
1724,aa6dfedf515a44b8,त्यो दाबि मात्र गर्नि हो लिन्छ्न अनि सेवा सुल्क को को रसिद दिन्छ्न उनिहरुको कुराको बिश्वास गरेर बेकुफ नबन्म,0,0,0,0,0,1,0,0,0,1,0,0
1725,c4ac258a4dd24f31,हो र sir म त साच्चिकै होला भनेको,0,0,0,0,0,0,0,0,0,0,0,1
1726,369bb4b824924dd4,जहिले कल गर्दा बुज्दा नि कोटा फुल भयो भन्ने त हो,0,0,0,0,0,0,0,0,0,0,0,1
1727,dbb62b52573448b1,कलेभनेकाे निसुक पठउछ,0,0,0,0,0,0,0,0,0,0,0,1
1728,ef211b20318a422c,राम्रो काम हो यसको अफिस कहाँ होला,0,0,0,0,0,0,0,0,0,1,0,1
1729,6171ae3c78674776,म पनि चिन्छु अब,0,0,0,0,0,0,0,0,0,1,0,0
1730,3d7c8c7bf10c44bb,नम्बर पाउनत,0,0,0,0,0,0,0,0,0,0,0,1
1731,900cab61463d4183,म पनि जान्छु नि हजुर पैसा तिरेर जादा रिन कसैले दिदैन,0,0,0,0,0,0,0,0,0,0,0,1
1732,567c0dae1c484b22,कतै न कतै बाट पैसा असुली हाल्छ,0,0,0,0,0,0,0,0,0,0,0,1
1733,1a87a94094ae448f,हेलो सर म धनगढी कैलाली देखि हो मैले कुन ठाउँमा कन्टेन्ट गर्नुपर्छ,0,0,0,0,0,0,0,0,0,0,0,1
1734,24b1f1f5abd247de,म पनि जाने फ्रिमा,0,0,0,0,0,0,0,0,0,1,0,1
1735,d0187f63cf914295,कोरिया पठौछु भनेर बिराटनगर पठाउलास,0,1,1,1,0,1,0,0,0,1,0,0
1736,8d55f38c02694428,sir launa यूरोप जानु परो कसरी होला,0,0,0,0,0,1,0,0,0,1,0,0
1737,3bd15281d6a04366,नमस्कार हजुर म पनि मालटा जानको लागो धेरै मेनपावर घुमिसके सबैले पहिलो पटक नै एक लाख मागेको छन,0,0,0,0,0,1,0,0,0,1,0,0
1738,011424196df54d8b,बैदेशिक रोजगार aap डेली देखि राखे को छु सर साउदी अरबिया बाट सर intervew हुन vandha पहिले बैदेशिक रोजगारमा aap देखाउनु पर्यो,0,0,0,0,0,1,0,0,0,1,0,0
1739,2fae09f756a344ec,सब एजेन्ट को मान्छे मात्र जान्छ हो,0,0,0,0,1,1,0,0,0,1,0,0
1740,29e5d7fc1f5d4ae9,ननमश्ते दादा म पनी जान लाको लाख भनीराख दादा,0,0,0,0,1,1,0,0,0,1,0,0
1741,00ad227780734a14,विस्वास नहुनेले पहीले जाने हरुलाई सोद्दाभैगो नी,0,0,0,0,0,1,0,0,0,1,0,0
1742,996f18d946354fe7,म पनि धेरै दिन देखि चिनछु सर तर के गरुनु पलट ktm गैस्कियो तर पनि बिदेस जानू सकेको छुई न जुन ajent pani bhada badi magcha hami kaha bat a,0,0,0,0,0,1,0,0,0,1,0,0
1743,addfe2e3ee994e43,हजुरको नाम र मो नऺ पाउन सर,0,0,0,0,0,0,0,0,0,0,0,1
1744,1d507eac6a1c4e6e,सर म पनि जनु चाहन्छु हजुर्को मेन्पवोर कहाँ हो म धेरै ठाँउ कोसिस गरि सके मेरो भिश पयाको छैन क्रेपय मेन्पवोर्को नाम र ठेगाना दिनु सर,0,0,0,0,0,1,0,0,0,1,0,0
1745,d15f63667d0541f7,यस्ता खालका सुचना देशै भर सम्प्रेसन हुनु जरुरी छआज यो त त्यो ढङ्गले लुटिन बाध्य छौ हामी जस्ता बेरोजगार हरु,0,0,0,0,0,1,0,0,0,1,0,0
1746,c42c9f57da634a17,सम्पर्क कुन ठाउँ गर्ने,0,0,0,0,0,0,0,0,0,0,0,1
1747,7753579d2c2048d0,म पनि जान जान चाहानछु सर,0,0,0,0,0,0,0,0,0,0,0,1
1748,6e0e1e1055584b0a,पिलिज म धेरै आतियको छु,0,0,0,0,0,0,0,0,0,0,0,1
1749,16fb13c6ba884d32,म बाहुन को छोरी मगर सग बिहे भाको बर्स को उमेर मा तर मेरो भाग्य ले मलाइ कहिले साथ दियन पिलिज मलाइ हेल्प गरि दिनु न,0,0,0,0,0,0,0,0,0,0,1,1
1750,56e36cd68ccc48e7,म पडेको पनि छइन,0,0,0,0,0,1,0,0,0,0,0,1
1751,9e2739436e7240de,मेरो बाबा ममि सानइ मा छाडेर जानु भो पिलिज मइले धेरै दुख पायको छु मलाइ हेल्प गर्नु न,0,0,0,0,0,1,0,1,0,0,0,1
1752,76faeb314da94b18,य हजुर मलाइ केहि थाहा छैन,0,0,0,0,0,0,0,0,0,0,0,1
1753,989e9007fd6843e5,भिजा आएर पनि जान पाइएन सरन भिजा क्यानसिल गरिदियो न जान पायोमलेशिया को लागिअब के गर्ने हामिले,0,0,0,0,0,0,0,0,0,0,0,1
1754,45fab0c0eedc4e44,वैदेशिक रोजगार apa पहिले जस्तै सजिलोसँग हेर्न मिल्ने बनाउन सर जि,0,0,0,0,0,1,0,0,0,1,0,0
1755,01ddf63c23b04876,खांडि बाहेक अरु देशको लागि आउदैन,0,0,0,0,0,1,0,0,0,1,0,0
1756,8dd15e673dda432c,हजुर को नम्बर पाउ सर,0,0,0,0,0,1,0,0,0,0,0,1
1757,b50b9f96d77842ce,तपाइको नम्बर पाउन सर,0,0,0,0,0,0,0,0,0,0,0,1
1758,f3cda676a9f64342,महिला पनि जान मिल्छ उमेर जान पाउँ हजुर,0,0,0,0,0,0,0,0,0,0,0,1
1759,76483d26f5f14a82,यो चाहिँ कुन ठाउँ मा हो र कुन कुन देश पठाउने हो नि सर,0,0,0,0,0,1,0,0,0,1,0,0
1760,294798594c914b19,मेनपावर को नाम भन्नु अनि नम्बर पनि राखौ न सर,0,0,0,0,0,1,0,0,0,1,0,0
1761,9fed97d2c8794bce,कुन मेनपावर हो,0,0,0,0,0,1,0,0,0,1,0,0
1762,f2ce8315f0c7489b,सबै गफ हो यो,1,1,0,0,0,1,0,0,0,0,0,0
1763,9b7f07377f3143f3,साच्चै हो कि औपचारिकता मात्र निभायको हो यदि साच्चै हो भनी फोन न पाउ न त,0,0,0,0,0,1,0,0,0,0,0,1
1764,daab0e09474940cd,जति बिदेश जान्छाै त्यति जब खोज्छाै बैदेशिक रोजगार एपमा पैसो आउछ एप बाट जति धेरै ले चलाए त्यति कमाउछ यो मान्छेले पैसा,0,0,0,0,1,1,0,0,0,0,0,1
1765,d9267ef95c524bc9,सर हजुर को नमर पौन के हर्नु पर्छ सते ता मा हजुर हुनु हुन्छ भने नत्र त आसा गर्नु भर्नपर्नु झै होन्छ,0,0,0,0,0,0,0,0,0,0,0,1
1766,afa4837bc1854db8,पैसा लग्दैन भन्छ पैसा लिन्छ हजुरको मेन पावर कुन ठाउँमा छ ठेगाना दिनुहोस् हामिलाइ,0,0,0,0,0,1,0,0,0,0,1,1
1767,96de958312284a69,म पनि जान्छु बिदेश कता छ हजुरको मेन पावर,0,0,0,0,0,1,0,0,0,0,0,1
1768,ce5b588a409d4bdc,के हो सहि कुरा हो र हो भने भनुन कहा बाट हो यो सुविधा उपलब्ध भएको छ मेरो राम्रो इङ्लिस आउदैन तर मलाइ जान छ जान पाइन्छ भन्ने मलाइ साएत गर्नु न,0,0,0,0,0,1,0,0,0,0,0,0
1769,4878d39772d34175,कस्तो राम्रो भिडियो पोष्ट गर्नु भएछ सबै ले बुझ्नै पर्ने कुरा छ यो समय सापेक्ष छबुझ्ने कोशिस गर्नु होला सबै वैदेशिक रोजगार मा जान चाहानेहर,2,0,0,0,0,0,0,0,0,0,0,1
1770,b6b62426d33d4515,म पनि जान्छु हजुर,0,0,0,0,0,0,0,0,0,0,0,1
1771,0f80eab4c02c4930,हेल्लो सर कति उमेर देखि कति उमेरसम्मकोले जान पाइन्छ,0,0,0,0,0,0,0,0,0,0,1,1
1772,b0cf5a3233014efc,सर जि म पनि जाने हो कुन ठाउँमा जान पाईन्छ,0,0,0,0,0,0,0,0,0,0,1,1
1773,209f07c182e04445,साच्ची फिरि नै हुन्छ र दाइ पछि ठगिने त होइन बिदेश गयपछी अप्ठ्यारो पर्यो भने कसरी कस्लाइ जान्कारी गर्ने यो मेन्पावर कहाँ छ,0,0,0,0,0,1,0,0,0,0,0,1
1774,a4ba9e80a59b4b92,साच्चै हो क्या हो,0,0,0,0,0,0,0,0,0,0,0,1
1775,99d94fb1371741a6,हजुरको नमर पाम सर,0,0,0,0,0,0,0,0,0,0,0,1
1776,f2577b4fbe3440c9,कुन कुन ठाउँ पठाउनु हुन्छ सर अनि कति ऐजको पठाउनु हुन्छ अनि मेडिकल गरेको पनि फिरि हो र सर,0,0,0,0,0,0,0,0,0,0,0,1
1777,f390e6de9d6a479b,कुन मेनपावर हो कुन कुन ठाउ पथाउनु हुन्छ यो काठमाडौ को कुन एस्थान मा छ मलाई यो नो मा कन्ट्याक्ट् गर्नु ल,0,0,0,0,0,1,0,0,0,0,0,1
1778,8cffd6bb2e7a4a8d,कुन कुन देस पठाउनु हुन्छ,0,0,0,0,0,1,0,0,0,0,1,1
1779,c4fb7ccbe065440f,यो मेनपावर कम्पनि कुन ठाउँमा छ कृपाय थाहा हुने ब्यक्तिले बताइ दिनु होला,0,0,0,0,0,1,0,0,1,0,0,1
1780,6b995038798e456d,कुन कुन देश लानु हुन्छ सर,0,0,0,0,0,1,0,0,0,0,0,1
1781,26e6699181504531,कुन मेनपावर हो हजुर,0,0,0,0,0,1,0,0,1,0,0,1
1782,8e6df0e1c6db45e4,म छु सर,0,0,0,0,0,0,0,0,0,0,0,1
1783,890823b2435349f9,म नि छु सर कुन ठाउँ हो कुन मेन पाउर हो,0,0,0,0,0,0,0,0,0,0,1,1
1784,031657b35f1d4407,यो अफिस कुन ठाउँमा होला,0,0,0,0,0,0,0,0,0,0,1,1
1785,90045d9a3c4d430e,कुन ठाउँ मा छ सर,0,0,0,0,0,1,0,0,0,0,0,1
1786,e480cce053f24c90,काठमाडौं कुन ठाउँमा छ ठेगाना दिनुपर्यो सर,0,0,0,0,0,1,0,0,0,0,0,1
1787,65d1cb12ae794b11,फोन नम्बर पाउन सरको,0,0,0,0,0,0,0,0,0,0,0,1
